Agency_Code,Unique_Investment_Identifier,Business Case ID,Agency,Investment Title,Project_ID,Project_Name,Project Description,Start_Date,Completion_Date,Duration,Planned_Completion_Date,Planned_Duration,Projected/Actual Project Completion Date (B2),Lifecycle_Cost,Planned_Cost,Actual_Cost,Updated Date,Updated Time,Column
12,012-000002045,121,Department of Labor(12),ETA - Foreign Labor Certification Systems (FLCS),119,DME -- PERM Phase 1,"Integrate the PERM case management system into the iCERT System in order to address regulatory changes, improve efficiency, reduce maintenance costs, and combat fraud and abuse.",2010-11-15T00:00:00Z,2011-11-30T00:00:00Z,380,,,,1.19,1.19,2.367468,15/03/2012,5:27:15,
12,012-000001055,278,Department of Labor(12),BLS - Consumer Price Index (CPI) Maintenance,1379,Maintenance - CPI Estimation Subsystem Release 3 Update,Complete analysis through integration testing.  Deliver Release 3 updates for CPI Estimation subsystem acceptance testing to build flexibility and accuracy through consolidation of functions into fewer modules/processes.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,2.571,2.571,2.184,12/6/2012,10:58:30,
12,012-000002265,183,Department of Labor(12),OWCP - Energy Compensation System,112,ECS Maintenance Releases,Releases for bug fixes and additional functionality for the new ECS system.,2011-01-10T00:00:00Z,2012-09-28T00:00:00Z,626,2012-09-28T00:00:00Z,626,2012-09-28T00:00:00Z,1.81809,1.81809,2.1687,11/8/2012,11:45:28,
12,012-000003585,117,Department of Labor(12),SOL - IT Modernization,525,Evidence Management Initiative,"Development, implementation, and training of new evidence management system. Interim support for legacy application.  Decommissioning of legacy application upon new system deployment.",2010-04-01T00:00:00Z,2013-09-30T00:00:00Z,1278,,,,3.192,2.007189,1.984257,9/8/2012,13:11:32,
12,012-000005000,635,Department of Labor(12),PBGC - Premium Accounting (PA),517,E-Filing,"Enhances security, performance, and usability features, while improving the accuracy of premium filings with enhanced interactive data validation features.",2011-03-28T00:00:00Z,2013-02-18T00:00:00Z,693,,,,5.766,1.802,1.91,27/10/2011,13:04:39,
12,012-000002045,121,Department of Labor(12),ETA - Foreign Labor Certification Systems (FLCS),126,H-2A/H-2B Phase 2,Deliver additional integration-based functionality and process improvements for the H-2A and H-2B case management systems.,2011-02-11T00:00:00Z,2012-10-16T00:00:00Z,612,,,,1,1,1.885136,12/6/2012,10:58:30,
12,012-000005001,641,Department of Labor(12),PBGC - Consolidated Financial Systems,515,Revolving Fund Interfaces,Revolving Fund Interfaces.,2010-09-15T00:00:00Z,2011-09-29T00:00:00Z,379,2011-09-15T00:00:00Z,365,2011-09-29T00:00:00Z,2.995,1.476,1.537,27/10/2011,10:41:52,
12,012-000000007,1128,Department of Labor(12),WHD - Integrated Data Management System (IDMS),2939,IDMS Planning,"Develop conceptual plans, integrated project team and governance structure for the IDMS project.",2012-01-08T00:00:00Z,2013-05-31T00:00:00Z,508,,,,1.5,1.5,1.5,28/02/2012,11:35:02,
12,012-000005003,627,Department of Labor(12),PBGC - Participant Services (Benefit Administration),586,Document Management Systems (DMS),"Provides communication management capabilities such as correspondence generation, tracking and imaging.",2011-01-11T00:00:00Z,2012-11-30T00:00:00Z,689,,,,1.44,1.44,1.44,27/10/2011,12:32:26,
12,012-000003595,844,Department of Labor(12),DOL - IT Infrastructure Modernization (DITIM),239,Mobile Computing,"The planning and implementation of mobile computing services  that will enhance, consolidate, and provide DOL the ab ility to access business systems and data from anyplace, at any time, from any device.",2011-01-09T00:00:00Z,2013-09-30T00:00:00Z,994,,,,1.5,1.42,1.42,13/08/2012,7:12:22,
12,012-000005013,628,Department of Labor(12),PBGC - IT Infrastructure,546,Infrastructure Planning and Acquisition,"Detailed sequencing, budgeting and technical requirements projects ending in deliverables to facilitate agency go/no go decisions on IT Infrastructure Alternatives Analysis recommendations.",2011-07-09T00:00:00Z,2012-06-09T00:00:00Z,336,2012-06-09T00:00:00Z,336,2012-06-09T00:00:00Z,1.304,1.304,1.304,21/09/2011,10:58:48,
12,012-000001010,122,Department of Labor(12),ETA - Job Corps Student Pay Allotment Management Information System (SPAMIS),17,MAINTENANCE - SPAMIS MODULE UPGRADES FY12,Upgrade SPAMIS to improve performance and efficiency.,2011-09-23T00:00:00Z,2012-09-22T00:00:00Z,365,2012-09-22T00:00:00Z,365,2012-09-22T00:00:00Z,1.295,1.295,1.295,14/05/2012,5:35:15,
12,012-000003225,116,Department of Labor(12),OASAM - HSPD-12,93,"Identity Asset Management (IAM) Development and Modernization Effort - Base Year 1-26,27,28","The IAM project in FY12 Base Year 1, will cover two areas: Disaster Recovery and Integration with DOL Systems. 1. Disaster Recovery: the IAM Team will identify an external site in one of the Regions, then implement a replication of the production site (the one at OASAM). 2. The effectiveness and ultimate success of the program lays on the ability to share data with other systems and suit the Identity Access Management solution into the day to day operations of DOL central and regional offices.",2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,1.1425,1.1425,1.1424,12/6/2012,10:58:32,
12,012-000002265,183,Department of Labor(12),OWCP - Energy Compensation System,111,ECS Deployment,Deliver ECS Release 1.0 to Software Assurance Team and Initial release of ECS to replace the legacy ECMS system.,2011-09-22T00:00:00Z,2011-12-31T00:00:00Z,100,2011-12-31T00:00:00Z,100,2012-01-13T00:00:00Z,0.928,0.928,1.084819,22/02/2012,14:32:21,
12,012-000003535,101,Department of Labor(12),BLS - Industrial Prices Systems (IPS),1381,IPS System Development: IPP Estimation,Develop software to complete the Architectural Elaboration milestone for the IPP Estimation subsystem.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,1.029,1.029,1.056087,14/05/2012,5:35:14,
12,012-000002045,121,Department of Labor(12),ETA - Foreign Labor Certification Systems (FLCS),120,DME -- H-2B Phase 1,"Integrate the H-2B case management system into the iCERT System 
in order to address regulatory changes, improve efficiency, reduce maintenance costs, and combat fraud and abuse.",2010-11-29T00:00:00Z,2011-12-30T00:00:00Z,396,,,,1.04,1.04,1.053584,11/8/2012,11:45:27,
12,012-000003535,101,Department of Labor(12),BLS - Industrial Prices Systems (IPS),1382,Maintenance - PPI Repricing and Estimation Subsystems Upgrade,Upgrade PPI Repricing and Estimation subsystems for the timely and accurate release of PPI data.,2011-03-10T00:00:00Z,2012-06-29T00:00:00Z,476,2012-06-29T00:00:00Z,476,2012-06-29T00:00:00Z,1.572,1.572,1.048,12/7/2012,12:42:43,
12,012-000002085,123,Department of Labor(12),MSHA - MSHA Standardized Information System (MSIS),71,FY11 Application Improvement Releases,FY11 MSIS Application Improvement Releases: Provide application fixes and enhancements for all MSIS functions and applications as requested by Program Area IT Coordinators.,2010-01-06T00:00:00Z,2011-08-31T00:00:00Z,601,2011-08-31T00:00:00Z,601,2011-08-19T00:00:00Z,3.769769,1.631924,1.037095,12/7/2012,12:42:43,
12,012-000003535,101,Department of Labor(12),BLS - Industrial Prices Systems (IPS),1387,IPS System Development:  IPP Repricing,Develop software to complete the Requirements and Design Elaboration for the IPP Repricing subsystem.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,1.029,1.029,1.029,14/05/2012,5:35:14,
12,012-000003535,101,Department of Labor(12),BLS - Industrial Prices Systems (IPS),1388,IPS System Development:  IPS Initiation,Develop software to complete the Requirements Elaboration for the IPS Initiation subsystem.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,1.029,1.029,1.029,14/05/2012,5:35:14,
12,012-000000001,126,Department of Labor(12),ODEP - Disability.gov,98,Public Outreach & Awareness,"Expand partnership collaboration to improve awareness & participation, ensure quality resources, and lower costs; expand collaboration with citizens by gathering feedback, enhancing participation, and providing customer service.",2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,1.0153,1.0153,1.0153,13/04/2012,7:38:49,
12,012-000001010,122,Department of Labor(12),ETA - Job Corps Student Pay Allotment Management Information System (SPAMIS),14,MAINTENANCE - STORAGE AREA NETWORK UPGRADE,Add SAN disk storage to support OMB-mandated Data Center Consolidation Initiative.,2010-01-10T00:00:00Z,2012-02-09T00:00:00Z,760,2012-02-09T00:00:00Z,760,2012-02-09T00:00:00Z,0.962,0.962,0.962,13/03/2012,12:59:57,
12,012-000003595,844,Department of Labor(12),DOL - IT Infrastructure Modernization (DITIM),236,Manage Trusted Internet Protocol Services (MTIPS),The MTIPS Project is an OMB-mandated initiative to reduce the risk of external exposure to security hazards that can be applied to DOL Internet traffic. OMB mandated in 2007 that all Executive Departments and related agencies needed to implement measures to reduce the number of external Internet connections to as few as possible and after MTIPS is in place in FY2012. The MTIPS project will put in place one infrastructure for DOL and this single infrastructure will include security services.,2010-03-15T00:00:00Z,2012-09-30T00:00:00Z,929,2012-09-28T00:00:00Z,927,2012-09-30T00:00:00Z,1,0.9,0.945173,12/7/2012,12:42:43,
12,012-000002085,123,Department of Labor(12),MSHA - MSHA Standardized Information System (MSIS),76,Samples Rules Conversion,"FY12 - Samples System Rule Conversion: Integrate dust sampling standards to coincide with revised rule for coal mine dust standards, complete system integration testing to ensure system performance and implement Continuous Personal Dust Monitor (CPDM).",2012-03-04T00:00:00Z,2012-09-29T00:00:00Z,208,,,,0.9,0.9,0.9,12/7/2012,12:42:43,
12,012-000005013,628,Department of Labor(12),PBGC - IT Infrastructure,542,Communications,Renewal and replacement upgrades to support increased flexibility and stable bandwidth to field offices and in support of telework. Also includes improvements to communications security.,2010-07-05T00:00:00Z,2012-08-15T00:00:00Z,772,,,,0.878,0.878,0.878,27/10/2011,7:04:16,
12,012-000002045,121,Department of Labor(12),ETA - Foreign Labor Certification Systems (FLCS),118,DME -- H-2A Phase 1,"Integrate the H-2A case management system into the iCERT System in order to address regulatory changes, improve efficiency, reduce maintenance costs, and combat fraud and abuse.",2010-01-10T00:00:00Z,2011-09-30T00:00:00Z,627,2011-09-30T00:00:00Z,627,2012-10-16T00:00:00Z,0.66,0.66,0.830561,15/03/2012,5:27:15,
12,012-000001055,278,Department of Labor(12),BLS - Consumer Price Index (CPI) Maintenance,1378,Maintenance - Housing Database Migration Testing,Testing phase for upgrade of CPI Housing subsystem database that supports CPI program's effort to align with Agency target architecture.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,,,,1.028,1.028,0.801,12/7/2012,12:42:42,
12,012-000000001,126,Department of Labor(12),ODEP - Disability.gov,99,Maintenance,"Maintain Disability.gov including security testing, reporting & updates, so that disability-related information, programs, and other resources are available to the widest audience when needed.",2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,0.7807,0.7807,0.7807,13/04/2012,7:38:49,
12,012-000001025,105,Department of Labor(12),EBSA - EFAST2,128,Maintenance - System Rollover: System Rollover Implementation FY12 - 13.,Implementation of System Rollover changes to support processing of revised Form 5500 Plan Year forms. performance metrics are reviewed monthly and quarterly to ensure compliance.,2012-05-07T00:00:00Z,2013-03-01T00:00:00Z,298,2013-03-01T00:00:00Z,298,2013-03-01T00:00:00Z,0.756,0.756,0.756,11/8/2012,11:45:26,
12,012-000005000,635,Department of Labor(12),PBGC - Premium Accounting (PA),518,Premium Accounting Processing PPS,"Replaces current legacy premium calculation and accounting system to support premium operations, to integrate with CFS, to enable active customer communication, and to leverage use and exposure to enterprise-wide services.",2012-02-15T00:00:00Z,2012-09-30T00:00:00Z,227,,,,0.75,0.75,0.75,27/10/2011,13:04:39,
12,012-000001055,278,Department of Labor(12),BLS - Consumer Price Index (CPI) Maintenance,1377,Maintenance - C&amp;S Database Migration Testing,Testing phase for upgrade of CPI C&amp;S subsystem database that supports CPI program's effort to align with Agency target architecture.,2011-03-10T00:00:00Z,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,567,2012-09-28T00:00:00Z,1.028,1.028,0.745,12/6/2012,10:58:30,
12,012-000001025,105,Department of Labor(12),EBSA - EFAST2,127,Maintenance - System Rollover: System Rollover ImplementationFY11 - 12.,Implementation of System Rollover changes to support processing of revised Form 5500 Plan Year forms.,2011-07-07T00:00:00Z,2012-03-01T00:00:00Z,238,2012-03-01T00:00:00Z,238,2012-03-01T00:00:00Z,0.735,0.735,0.735,13/03/2012,12:21:59,
12,012-000005003,627,Department of Labor(12),PBGC - Participant Services (Benefit Administration),587,Benefit Administration Program Management Office (BA PMO),"Provides program management support, oversight, governance, and best practices to the BA Program.",2011-09-19T00:00:00Z,2012-09-14T00:00:00Z,361,,,,0.705,0.705,0.705,27/10/2011,12:32:26,
12,012-000002045,121,Department of Labor(12),ETA - Foreign Labor Certification Systems (FLCS),121,DME -- iCERT Portal/LCA/PW Phase 2,Deliver additional integration-based functionality and process improvements for the LCA and Prevailing Wage case management systems based on user feedback.,2011-03-01T00:00:00Z,2012-05-03T00:00:00Z,428,2011-07-12T00:00:00Z,132,2012-03-26T00:00:00Z,1.04,1.04,0.689707,11/8/2012,11:45:26,
12,012-000003535,101,Department of Labor(12),BLS - Industrial Prices Systems (IPS),1380,"IPS System Development: PPI Web Repricing, IPS Initiation and IPP Repricing",Develop software to deploy the PPI Web Repricing module and complete the Architectural Elaboration milestone for the IPS Initiation and IPP Repricing subsystems.,2011-01-07T00:00:00Z,2011-09-30T00:00:00Z,265,2011-09-30T00:00:00Z,265,2011-09-30T00:00:00Z,0.674,0.674,0.686959,15/11/2011,12:12:58,
12,012-000003535,101,Department of Labor(12),BLS - Industrial Prices Systems (IPS),1386,Maintenance - IPP Application Upgrade,Upgrade IPP Repricing and Index Review subsystems for the timely and accurate release of IPP data.,2012-02-04T00:00:00Z,2012-09-28T00:00:00Z,236,2012-09-28T00:00:00Z,236,2012-09-28T00:00:00Z,0.664,0.664,0.641,12/7/2012,12:42:43,
12,012-000003595,844,Department of Labor(12),DOL - IT Infrastructure Modernization (DITIM),237,Internet Protocol v6 (IPv6),"Upgrade public/external facing servers and services (e.g. web, email, DNS, ISP services, etc) to operationally use native IPv6 by the end of FY 2012.",2010-01-10T00:00:00Z,2012-09-28T00:00:00Z,991,,,,0.47,0.469,0.580496,13/08/2012,7:12:22,
12,012-000003595,844,Department of Labor(12),DOL - IT Infrastructure Modernization (DITIM),233,IT Modernization Change Management Planning,The development and execution of change management and communication activities to support DOL stakeholders through implementation of IT Modernization initiatives.,2010-09-30T00:00:00Z,2011-12-15T00:00:00Z,441,2011-12-15T00:00:00Z,441,2011-12-16T00:00:00Z,2.010908,0.55,0.548,13/04/2012,7:38:25,
